
Note: Compatibility modes selected: hs a

Warning: m=xx on .subckt line will override multiplier m hierarchy!


Circuit: ** sch_path: /fs1/eecg/tcc/lizongh2/sky130_comparator/xschem/double_tail_comp_pex_tb.sch

option SCALE: Scale is set to 1e-06 for instance and model parameters
Reducing trtol to 1 for xspice 'A' devices
Doing analysis at TEMP = 27.000000 and TNOM = 27.000000


Initial Transient Solution
--------------------------

Node                                   Voltage
x3.vdd.t19                             1.78648
x3.vdd.t18                             1.79998
x3.vout_n.t10                        0.0877812
x3.vout_p.t4                          0.169444
x3.vout_n.t6                         0.0724496
x3.di_p.t13                                1.8
x3.vss.t5                            0.0089787
x3.vss.t4                          8.88947e-05
x3.vout_n.t5                         0.0726244
x3.di_p.t14                                1.8
x3.vss.t43                           0.0141504
x3.vss.t42                         8.88883e-05
x3.di_n.t4                                 1.8
x3.clk.t13                                   0
x3.vdd.t7                                  1.8
x3.vdd.t6                                  1.8
x3.vdd.t17                             1.78644
x3.clk_bar.t9                                0
x3.vdd.t16                             1.79998
x3.vdd.t5                                  1.8
x3.clk.t14                                   0
x3.di_n.t3                                 1.8
x3.vdd.t4                                  1.8
x3.clk_bar.t10                               0
x3.vdd.t15                             1.78647
x3.vdd.t14                             1.79998
x3.di_p.t4                                 1.8
x3.vin_n.t7                           0.900896
x3.a_88_n1613.t29                     0.650589
x3.vdd.t13                             1.78644
x3.clk_bar.t11                               0
x3.vdd.t12                             1.79998
x3.di_n.t11                                1.8
x3.vin_p.t8                           0.840896
x3.a_88_n1613.t30                     0.650589
x3.a_88_n1613.t19                     0.650589
x3.vin_n.t8                           0.900896
x3.di_p.t3                                 1.8
x3.vout_p.t5                          0.169301
x3.vout_n.t11                        0.0877812
x3.vdd.t2                              1.79998
x3.vss.t47                           0.0141931
x3.di_p.t15                                1.8
x3.vout_n.t4                         0.0726935
x3.vss.t46                         8.88918e-05
x3.vss.t15                         4.55177e-12
x3.clk.t15                                   0
x3.a_88_n1613.t6                      0.650589
x3.di_n.t10                                1.8
x3.vin_p.t9                           0.840896
x3.a_88_n1613.t27                     0.650589
x3.vss.t57                           8.888e-05
x3.a_88_n1613.t25                     0.650589
x3.vin_n.t9                           0.900896
x3.di_p.t2                                 1.8
x3.vss.t55                         8.88798e-05
x3.clk.n6                                    0
x3.clk.n5                                    0
x3.clk.n11                                   0
x3.clk.n9                                    0
x3.clk.n8                                    0
x3.clk.n3                                    0
x3.clk.n1                                    0
x3.clk.n0                                    0
x3.clk.n7                                    0
x3.clk.n10                                   0
x3.clk.n2                                    0
x3.clk.n12                                   0
x3.clk.n4                                    0
net15                                        0
x3.a_88_n1613.n1                      0.650589
x3.a_88_n1613.n16                     0.650589
x3.a_88_n1613.n15                     0.650589
x3.a_88_n1613.n14                     0.650589
x3.a_88_n1613.n13                     0.650589
x3.a_88_n1613.n0                      0.650589
x3.a_88_n1613.n12                     0.650589
x3.a_88_n1613.n11                     0.650589
x3.a_88_n1613.n3                      0.650589
x3.a_88_n1613.n2                      0.650589
x3.a_88_n1613.n8                      0.650589
x3.a_88_n1613.n9                      0.650589
x3.a_88_n1613.n7                      0.650589
x3.a_88_n1613.n5                      0.650589
x3.a_88_n1613.n4                      0.650589
x3.a_88_n1613.n10                     0.650589
x3.a_88_n1613.n6                      0.650589
x3.a_88_n1613.n18                     0.650589
x3.a_88_n1613.n17                     0.650589
x3.vss.n66                         8.88769e-05
x3.vss.n17                         8.88766e-05
x3.vss.n65                         8.88753e-05
x3.vss.n49                          8.8875e-05
x3.vss.n60                         8.88682e-05
x3.vss.n59                         8.88707e-05
x3.vss.n42                         8.88679e-05
x3.vss.n41                         8.88704e-05
x3.vss.n57                         8.88711e-05
x3.vss.n56                         8.88682e-05
x3.vss.n58                         8.88726e-05
x3.vss.n16                         8.88714e-05
x3.vss.n15                         8.88682e-05
x3.vss.n64                         8.88742e-05
x3.vss.n69                         8.88682e-05
x3.vss.n68                         8.88719e-05
x3.vss.n67                         8.88775e-05
x3.vss.n47                         8.88705e-05
x3.vss.n46                         8.88679e-05
x3.vss.n48                         8.88739e-05
x3.vss.n20                         8.88679e-05
x3.vss.n19                         8.88702e-05
x3.vss.n63                         8.88708e-05
x3.vss.n62                         8.88682e-05
x3.vss.n61                         8.88682e-05
x3.vss.n50                         8.88705e-05
x3.vss.n26                         8.88679e-05
x3.vss.n25                         8.88717e-05
x3.vss.n24                         8.88772e-05
x3.vss.n23                         8.88679e-05
x3.vss.n18                         8.88711e-05
x3.vss.n39                         8.88708e-05
x3.vss.n38                         8.88679e-05
x3.vss.n40                         8.88723e-05
x3.vss.n76                         5.21809e-05
x3.vss.n11                         1.66787e-05
x3.vss.n0                          1.66788e-05
x3.vss.n30                         6.57594e-05
x3.vss.n33                         8.88678e-05
x3.vss.n72                         8.88681e-05
x3.vss.n75                         6.57594e-05
x3.vss.n9                          1.15881e-07
x3.vss.n2                          1.15881e-07
x3.vss.n29                         5.21811e-05
x3.vss.n74                         7.93378e-05
x3.vss.n73                           0.0117687
x3.vss.n77                         3.38255e-05
x3.vss.n12                         3.38255e-05
x3.vss.n10                         3.77003e-12
x3.vss.n8                          3.77003e-12
x3.vss.n1                          3.77003e-12
x3.vss.n28                         3.38256e-05
x3.vss.n27                         3.38256e-05
x3.vss.n32                         7.93378e-05
x3.vss.n31                           0.0117688
x3.vss.n51                         8.88682e-05
x3.vss.n52                         8.88682e-05
x3.vss.n53                         8.88682e-05
x3.vss.n44                         8.88678e-05
x3.vss.n45                         8.88678e-05
x3.vss.n43                         8.88678e-05
x3.vss.n14                         8.88682e-05
x3.vss.n55                         8.88682e-05
x3.vss.n70                         8.88682e-05
x3.vss.n36                         8.88679e-05
x3.vss.n35                         8.88679e-05
x3.vss.n37                         8.88679e-05
x3.vss.n54                         8.88681e-05
x3.vss.n22                         8.88678e-05
x3.vss.n13                         8.88681e-05
x3.vss.n21                         8.88678e-05
x3.vss.n71                         8.88681e-05
x3.vss.n34                         8.88678e-05
x3.vss.n78                         6.20723e-06
x3.vss.n5                          6.20724e-06
x3.vss.n3                          6.07244e-06
x3.vss.n85                         5.62947e-06
x3.vss.n4                          5.36787e-06
x3.vss.n6                          5.27979e-06
x3.vss.n81                         5.36787e-06
x3.vss.n80                         5.62947e-06
x3.vss.n79                         6.07244e-06
x3.vss.n84                         3.87848e-07
x3.vss.n83                         2.19841e-07
x3.vss.n82                         2.19841e-07
x3.vss.n7                          3.87847e-07
di_p_mc                                    1.8
x3.di_n.n2                                 1.8
x3.di_n.n1                                 1.8
x3.di_n.n0                                 1.8
x3.di_n.n11                                1.8
x3.di_n.n9                                 1.8
x3.di_n.n4                                 1.8
x3.di_n.n3                                 1.8
x3.di_n.n6                                 1.8
x3.di_n.n5                                 1.8
x3.di_n.n8                                 1.8
x3.di_n.n7                                 1.8
x3.di_n.n10                                1.8
x3.di_n.n13                                1.8
x3.di_n.n12                                1.8
vout_p_mc                             0.087779
x3.vout_p.n2                          0.161292
x3.vout_p.n6                         0.0871667
x3.vout_p.n4                         0.0750057
x3.vout_p.n7                         0.0873106
x3.vout_p.n3                         0.0873106
x3.vout_p.n5                          0.075034
x3.vout_p.n0                          0.087779
x3.vout_p.n1                          0.087779
x3.vout_p.n9                          0.087779
x3.vout_p.n8                         0.0877663
x3.vin_p.n3                           0.840896
x3.vin_p.n5                           0.840896
x3.vin_p.n4                           0.840896
x3.vin_p.n1                           0.840896
x3.vin_p.n0                           0.840896
x3.vin_p.n6                           0.840896
x3.vin_p.n2                           0.840896
vsc                                   0.840896
x3.vin_n.n3                           0.900896
x3.vin_n.n5                           0.900896
x3.vin_n.n4                           0.900896
x3.vin_n.n1                           0.900896
x3.vin_n.n0                           0.900896
x3.vin_n.n6                           0.900896
x3.vin_n.n2                           0.900896
net2                                  0.900896
di_n_mc                                    1.8
x3.di_p.n4                                 1.8
x3.di_p.n0                                 1.8
x3.di_p.n13                                1.8
x3.di_p.n3                                 1.8
x3.di_p.n1                                 1.8
x3.di_p.n6                                 1.8
x3.di_p.n5                                 1.8
x3.di_p.n8                                 1.8
x3.di_p.n7                                 1.8
x3.di_p.n10                                1.8
x3.di_p.n9                                 1.8
x3.di_p.n2                                 1.8
x3.di_p.n12                                1.8
x3.di_p.n11                                1.8
x3.vout_n.n4                         0.0877939
x3.vout_n.n0                          0.161293
x3.vout_n.n7                         0.0871671
x3.vout_n.n5                          0.075006
x3.vout_n.n9                         0.0873109
x3.vout_n.n8                         0.0873109
x3.vout_n.n6                         0.0750343
x3.vout_n.n1                         0.0877812
x3.vout_n.n2                         0.0877812
vout_n_mc                            0.0877812
x3.vout_n.n3                         0.0877812
x3.clk_bar.n8                                0
x3.clk_bar.n6                                0
x3.clk_bar.n5                                0
x3.clk_bar.n3                                0
x3.clk_bar.n1                                0
x3.clk_bar.n0                                0
x3.clk_bar.n7                                0
x3.clk_bar.n2                                0
x3.clk_bar.n9                                0
x3.clk_bar.n4                                0
net3                                         0
x3.vdd.n18                                 1.8
x3.vdd.n59                                 1.8
x3.vdd.n20                                 1.8
x3.vdd.n53                                 1.8
x3.vdd.n81                             1.79997
x3.vdd.n105                            1.79997
x3.vdd.n66                             1.79998
x3.vdd.n116                            1.79998
x3.vdd.n103                            1.79997
x3.vdd.n34                             1.78781
x3.vdd.n97                             1.79998
x3.vdd.n96                             1.78782
net4                                       1.8
x3.vdd.n39                             1.78784
x3.vdd.n90                             1.79998
x3.vdd.n89                             1.78782
x3.vdd.n87                             1.79997
x3.vdd.n44                             1.78781
x3.vdd.n9                                  1.8
x3.vdd.n7                                  1.8
x3.vdd.n117                            1.79998
x3.vdd.n64                             1.79998
x3.vdd.n118                            1.79998
x3.vdd.n70                             1.79998
x3.vdd.n8                                  1.8
x3.vdd.n115                            1.79998
x3.vdd.n114                            1.79998
x3.vdd.n27                             1.79998
x3.vdd.n26                             1.79998
x3.vdd.n68                             1.79998
x3.vdd.n67                             1.79998
x3.vdd.n69                             1.79998
x3.vdd.n65                             1.79998
x3.vdd.n11                                 1.8
x3.vdd.n10                                 1.8
x3.vdd.n3                                  1.8
x3.vdd.n2                                  1.8
x3.vdd.n6                                  1.8
x3.vdd.n5                                  1.8
x3.vdd.n72                             1.79998
x3.vdd.n71                             1.79998
x3.vdd.n120                            1.79998
x3.vdd.n119                            1.79998
x3.vdd.n113                            1.79998
x3.vdd.n112                            1.79997
x3.vdd.n79                             1.79997
x3.vdd.n49                             1.79998
x3.vdd.n4                                  1.8
x3.vdd.n0                                  1.8
x3.vdd.n13                                 1.8
x3.vdd.n12                                 1.8
x3.vdd.n25                             1.79998
x3.vdd.n63                             1.79998
x3.vdd.n1                                  1.8
x3.vdd.n73                             1.79999
x3.vdd.n62                             1.79999
x3.vdd.n122                            1.79999
x3.vdd.n121                            1.79999
x3.vdd.n61                                 1.8
x3.vdd.n60                                 1.8
x3.vdd.n123                                1.8
x3.vdd.n21                                 1.8
x3.vdd.n30                             1.79999
x3.vdd.n24                             1.79998
x3.vdd.n50                             1.79999
x3.vdd.n48                             1.79998
x3.vdd.n78                             1.79999
x3.vdd.n80                             1.79997
x3.vdd.n47                             1.79999
x3.vdd.n82                             1.79999
x3.vdd.n45                             1.79999
x3.vdd.n43                             1.79997
x3.vdd.n86                             1.79999
x3.vdd.n88                             1.79998
x3.vdd.n42                             1.79999
x3.vdd.n91                             1.79999
x3.vdd.n40                             1.79999
x3.vdd.n38                             1.79999
x3.vdd.n94                             1.79999
x3.vdd.n95                             1.79999
x3.vdd.n37                             1.79999
x3.vdd.n98                             1.79999
x3.vdd.n35                             1.79999
x3.vdd.n33                             1.79998
x3.vdd.n102                            1.79999
x3.vdd.n104                            1.79997
x3.vdd.n32                             1.79999
x3.vdd.n106                            1.79999
x3.vdd.n29                             1.79999
x3.vdd.n28                             1.79997
x3.vdd.n111                            1.79999
x3.vdd.n58                                 1.8
x3.vdd.n57                                 1.8
x3.vdd.n54                                 1.8
x3.vdd.n14                                 1.8
x3.vdd.n131                                1.8
x3.vdd.n15                                 1.8
x3.vdd.n127                                1.8
x3.vdd.n126                                1.8
x3.vdd.n19                                 1.8
x3.vdd.n52                                 1.8
x3.vdd.n51                                 1.8
x3.vdd.n56                                 1.8
x3.vdd.n55                                 1.8
x3.vdd.n16                                 1.8
x3.vdd.n130                                1.8
x3.vdd.n129                                1.8
x3.vdd.n128                                1.8
x3.vdd.n17                                 1.8
x3.vdd.n125                                1.8
x3.vdd.n124                                1.8
x3.vdd.n109                            1.79999
x3.vdd.n23                             1.79999
x3.vdd.n22                             1.79999
x3.vdd.n75                             1.79999
x3.vdd.n74                             1.79999
x3.vdd.n76                             1.79999
x3.vdd.n77                             1.79999
x3.vdd.n46                                 1.8
x3.vdd.n83                                 1.8
x3.vdd.n84                                 1.8
x3.vdd.n85                                 1.8
x3.vdd.n41                                 1.8
x3.vdd.n92                                 1.8
x3.vdd.n93                                 1.8
x3.vdd.n36                                 1.8
x3.vdd.n99                                 1.8
x3.vdd.n100                                1.8
x3.vdd.n101                                1.8
x3.vdd.n31                                 1.8
x3.vdd.n107                                1.8
x3.vdd.n108                                1.8
x3.vdd.n110                            1.79999
x4.vss.t36                          4.6564e-12
x4.clk.t0                                    0
x4.a_88_n1613.t11                     0.665575
x4.vss.t35                         8.89003e-05
x4.a_88_n1613.t7                      0.665575
x4.clk.t1                                    0
x4.vss.t34                         4.64261e-12
x4.vss.t33                         8.89003e-05
x4.a_88_n1613.t12                     0.665575
x4.clk.t2                                    0
x4.vss.t32                         6.57594e-05
x4.vss.t31                         8.88951e-05
x4.vout_p.t3                         0.0724232
x4.di_n.t12                                1.8
x4.vss.t7                           0.00900781
x4.vss.t6                          8.88846e-05
x4.vout_p.t2                         0.0726514
x4.di_n.t13                                1.8
x4.vss.t38                           0.0141514
x4.vss.t37                         8.88921e-05
x4.a_88_n1613.t3                      0.665575
x4.vin_p.t0                           0.900996
x4.di_n.t2                                 1.8
x4.vss.t3                          8.88846e-05
x4.a_88_n1613.t28                     0.665575
x4.vin_n.t0                           0.900896
x4.di_p.t11                                1.8
x4.vss.t20                         8.88989e-05
x4.vout_p.t6                         0.0873106
x4.vout_n.t8                         0.0877812
x4.vss.t49                         1.66788e-05
x4.vss.t48                         8.88999e-05
x4.a_88_n1613.t9                      0.665575
x4.clk.t3                                    0
x4.vss.t30                         3.38255e-05
x4.vss.t29                          8.8899e-05
x4.di_p.t10                                1.8
x4.vin_n.t1                           0.900896
x4.a_88_n1613.t20                     0.665575
x4.vss.t44                          8.8892e-05
x4.vss.t11                         1.66788e-05
x4.vout_p.t8                          0.087779
x4.vout_n.t3                         0.0873109
x4.vss.t10                         8.88999e-05
x4.vdd.t34                             1.78645
x4.clk_bar.t0                                0
x4.latch.inv0.vdd                       1.7067
x4.vdd.t33                             1.79998
x4.a_88_n1613.t5                      0.665575
x4.clk.t4                                    0
x4.vss.t28                         4.64261e-12
x4.vss.t27                         8.89002e-05
x4.vout_p.t9                          0.087779
x4.vout_n.t1                          0.169302
x4.vdd.t1                              1.79998
x4.a_88_n1613.t21                     0.665575
x4.vin_p.t1                           0.900996
x4.di_n.t7                                 1.8
x4.vss.t16                         8.88973e-05
x4.vdd.t32                             1.78647
x4.clk_bar.t1                                0
x4.vdd.t31                             1.79998
x4.vss.t9                            0.0141921
x4.di_n.t14                                1.8
x4.vout_p.t1                         0.0726659
x4.vss.t8                          8.88886e-05
x4.di_p.t9                                 1.8
x4.vin_n.t2                           0.900896
x4.a_88_n1613.t2                      0.665575
x4.vss.t2                          8.88999e-05
x4.clk_bar.t2                                0
x4.vdd.t30                             1.79202
x4.vdd.t29                             1.79998
x4.clk_bar.t3                                0
x4.vdd.t28                             1.78649
x4.vdd.t27                             1.79998
x4.vss.t26                         6.57594e-05
x4.clk.t5                                    0
x4.a_88_n1613.t13                     0.665575
x4.vss.t25                          8.8895e-05
x4.vss.t53                           0.0090237
x4.di_n.t15                                1.8
x4.vout_p.t0                         0.0724948
x4.vss.t52                         8.88951e-05
x4.di_p.t8                                 1.8
x4.vin_n.t3                           0.900896
x4.a_88_n1613.t23                     0.665575
x4.vss.t50                         8.88758e-05
x4.vdd.t11                                 1.8
x4.clk.t6                                    0
x4.di_p.t0                                 1.8
x4.vdd.t10                                 1.8
x4.clk_bar.t4                                0
x4.vdd.t26                             1.78647
x4.vdd.t25                             1.79998
x4.vss.t24                          4.6564e-12
x4.clk.t7                                    0
x4.a_88_n1613.t16                     0.665575
x4.vss.t23                         8.89002e-05
x4.a_88_n1613.t10                     0.665575
x4.clk.t8                                    0
x4.vss.t22                         4.64261e-12
x4.di_n.t9                                 1.8
x4.vin_p.t2                           0.900996
x4.a_88_n1613.t26                     0.665575
x4.vss.t56                         8.88736e-05
x4.di_n.t6                                 1.8
x4.vin_p.t3                           0.900996
x4.a_88_n1613.t18                     0.665575
x4.vss.t21                         3.38257e-05
x4.clk.t9                                    0
x4.a_88_n1613.t14                     0.665575
x4.a_88_n1613.t0                      0.665575
x4.vin_p.t4                           0.900996
x4.di_n.t0                                 1.8
x4.vss.t0                           8.8876e-05
x4.a_88_n1613.t1                      0.665575
x4.vin_p.t5                           0.900996
x4.di_n.t1                                 1.8
x4.vss.t1                          8.88999e-05
x4.a_88_n1613.t31                     0.665575
x4.vin_n.t4                           0.900896
x4.di_p.t7                                 1.8
x4.vss.t58                         8.88885e-05
x4.a_88_n1613.t4                      0.665575
x4.vin_n.t5                           0.900896
x4.di_p.t6                                 1.8
x4.vss.t12                         8.88733e-05
x4.clk_bar.t5                                0
x4.vdd.t24                             1.78648
x4.vdd.t3                              1.79998
x4.a_88_n1613.t8                      0.665575
x4.clk.t10                                   0
x4.vss.t19                         3.38257e-05
x4.vss.t18                         8.88972e-05
x4.di_n.t8                                 1.8
x4.vin_p.t6                           0.900996
x4.a_88_n1613.t24                     0.665575
x4.vss.t51                         8.88887e-05
x4.vss.t54                          1.1589e-07
x4.vout_n.t9                         0.0877812
x4.vout_p.t7                         0.0873106
x4.di_p.t5                                 1.8
x4.vin_n.t6                           0.900896
x4.a_88_n1613.t22                     0.665575
x4.vss.t45                         8.88844e-05
x4.vss.t17                         3.38255e-05
x4.clk.t11                                   0
x4.a_88_n1613.t15                     0.665575
x4.di_p.t1                                 1.8
x4.clk.t12                                   0
x4.vdd.t9                                  1.8
x4.vdd.t8                                  1.8
x4.vdd.t23                               1.792
x4.clk_bar.t6                                0
x4.vdd.t22                             1.79998
x4.a_88_n1613.t17                     0.665575
x4.vin_p.t7                           0.900996
x4.di_n.t5                                 1.8
x4.vss.t41                         8.88921e-05
x4.vout_n.t0                          0.169444
x4.vout_p.t10                         0.087779
x4.vdd.t0                              1.79998
x4.vss.t14                          0.00905284
x4.di_p.t12                                1.8
x4.vout_n.t7                         0.0724689
x4.vss.t13                         8.88844e-05
x4.vdd.t21                             1.78645
x4.clk_bar.t7                                0
x4.vdd.t20                             1.79998
x4.vout_n.t2                         0.0873109
x4.vout_p.t11                         0.087779
x4.vss.t40                          1.1589e-07
x4.vss.t39                         8.89002e-05
x4.clk_bar.t8                                0
x4.vdd.t19                             1.78648
x4.vdd.t18                             1.79998
x4.vout_n.t10                        0.0877812
x4.vout_p.t4                          0.169444
x4.vout_n.t6                         0.0724496
x4.di_p.t13                                1.8
x4.vss.t5                            0.0089787
x4.vss.t4                          8.88949e-05
x4.vout_n.t5                         0.0726244
x4.di_p.t14                                1.8
x4.vss.t43                           0.0141504
x4.vss.t42                         8.88885e-05
x4.di_n.t4                                 1.8
x4.clk.t13                                   0
x4.vdd.t7                                  1.8
x4.vdd.t6                                  1.8
x4.vdd.t17                             1.78644
x4.clk_bar.t9                                0
x4.vdd.t16                             1.79998
x4.vdd.t5                                  1.8
x4.clk.t14                                   0
x4.di_n.t3                                 1.8
x4.vdd.t4                                  1.8
x4.clk_bar.t10                               0
x4.vdd.t15                             1.78647
x4.vdd.t14                             1.79998
x4.di_p.t4                                 1.8
x4.vin_n.t7                           0.900896
x4.a_88_n1613.t29                     0.665575
x4.vdd.t13                             1.78644
x4.clk_bar.t11                               0
x4.vdd.t12                             1.79998
x4.di_n.t11                                1.8
x4.vin_p.t8                           0.900996
x4.a_88_n1613.t30                     0.665575
x4.a_88_n1613.t19                     0.665575
x4.vin_n.t8                           0.900896
x4.di_p.t3                                 1.8
x4.vout_p.t5                          0.169301
x4.vout_n.t11                        0.0877812
x4.vdd.t2                              1.79998
x4.vss.t47                           0.0141931
x4.di_p.t15                                1.8
x4.vout_n.t4                         0.0726935
x4.vss.t46                          8.8892e-05
x4.vss.t15                          4.6564e-12
x4.clk.t15                                   0
x4.a_88_n1613.t6                      0.665575
x4.di_n.t10                                1.8
x4.vin_p.t9                           0.900996
x4.a_88_n1613.t27                     0.665575
x4.vss.t57                         8.88801e-05
x4.a_88_n1613.t25                     0.665575
x4.vin_n.t9                           0.900896
x4.di_p.t2                                 1.8
x4.vss.t55                         8.88799e-05
x4.clk.n6                                    0
x4.clk.n5                                    0
x4.clk.n11                                   0
x4.clk.n9                                    0
x4.clk.n8                                    0
x4.clk.n3                                    0
x4.clk.n1                                    0
x4.clk.n0                                    0
x4.clk.n7                                    0
x4.clk.n10                                   0
x4.clk.n2                                    0
x4.clk.n12                                   0
x4.clk.n4                                    0
net16                                        0
x4.a_88_n1613.n1                      0.665575
x4.a_88_n1613.n16                     0.665575
x4.a_88_n1613.n15                     0.665575
x4.a_88_n1613.n14                     0.665575
x4.a_88_n1613.n13                     0.665575
x4.a_88_n1613.n0                      0.665575
x4.a_88_n1613.n12                     0.665575
x4.a_88_n1613.n11                     0.665575
x4.a_88_n1613.n3                      0.665575
x4.a_88_n1613.n2                      0.665575
x4.a_88_n1613.n8                      0.665575
x4.a_88_n1613.n9                      0.665575
x4.a_88_n1613.n7                      0.665575
x4.a_88_n1613.n5                      0.665575
x4.a_88_n1613.n4                      0.665575
x4.a_88_n1613.n10                     0.665575
x4.a_88_n1613.n6                      0.665575
x4.a_88_n1613.n18                     0.665575
x4.a_88_n1613.n17                     0.665575
x4.vss.n66                          8.8877e-05
x4.vss.n17                         8.88767e-05
x4.vss.n65                         8.88753e-05
x4.vss.n49                         8.88751e-05
x4.vss.n60                         8.88682e-05
x4.vss.n59                         8.88707e-05
x4.vss.n42                         8.88679e-05
x4.vss.n41                         8.88704e-05
x4.vss.n57                         8.88711e-05
x4.vss.n56                         8.88682e-05
x4.vss.n58                         8.88726e-05
x4.vss.n16                         8.88715e-05
x4.vss.n15                         8.88682e-05
x4.vss.n64                         8.88742e-05
x4.vss.n69                         8.88682e-05
x4.vss.n68                          8.8872e-05
x4.vss.n67                         8.88776e-05
x4.vss.n47                         8.88705e-05
x4.vss.n46                         8.88679e-05
x4.vss.n48                          8.8874e-05
x4.vss.n20                         8.88679e-05
x4.vss.n19                         8.88702e-05
x4.vss.n63                         8.88708e-05
x4.vss.n62                         8.88682e-05
x4.vss.n61                         8.88682e-05
x4.vss.n50                         8.88706e-05
x4.vss.n26                         8.88679e-05
x4.vss.n25                         8.88717e-05
x4.vss.n24                         8.88773e-05
x4.vss.n23                         8.88679e-05
x4.vss.n18                         8.88712e-05
x4.vss.n39                         8.88708e-05
x4.vss.n38                         8.88679e-05
x4.vss.n40                         8.88723e-05
x4.vss.n76                         5.21809e-05
x4.vss.n11                         1.66787e-05
x4.vss.n0                          1.66788e-05
x4.vss.n30                         6.57594e-05
x4.vss.n33                         8.88678e-05
x4.vss.n72                         8.88681e-05
x4.vss.n75                         6.57594e-05
x4.vss.n9                          1.15881e-07
x4.vss.n2                          1.15881e-07
x4.vss.n29                         5.21811e-05
x4.vss.n74                         7.93378e-05
x4.vss.n73                           0.0117687
x4.vss.n77                         3.38255e-05
x4.vss.n12                         3.38255e-05
x4.vss.n10                         3.85669e-12
x4.vss.n8                          3.85669e-12
x4.vss.n1                          3.85669e-12
x4.vss.n28                         3.38256e-05
x4.vss.n27                         3.38256e-05
x4.vss.n32                         7.93378e-05
x4.vss.n31                           0.0117688
x4.vss.n51                         8.88682e-05
x4.vss.n52                         8.88682e-05
x4.vss.n53                         8.88682e-05
x4.vss.n44                         8.88678e-05
x4.vss.n45                         8.88678e-05
x4.vss.n43                         8.88678e-05
x4.vss.n14                         8.88682e-05
x4.vss.n55                         8.88682e-05
x4.vss.n70                         8.88682e-05
x4.vss.n36                         8.88679e-05
x4.vss.n35                         8.88679e-05
x4.vss.n37                         8.88679e-05
x4.vss.n54                         8.88681e-05
x4.vss.n22                         8.88678e-05
x4.vss.n13                         8.88681e-05
x4.vss.n21                         8.88678e-05
x4.vss.n71                         8.88681e-05
x4.vss.n34                         8.88678e-05
x4.vss.n78                         6.20723e-06
x4.vss.n5                          6.20724e-06
x4.vss.n3                          6.07244e-06
x4.vss.n85                         5.62947e-06
x4.vss.n4                          5.36787e-06
x4.vss.n6                          5.27979e-06
x4.vss.n81                         5.36787e-06
x4.vss.n80                         5.62947e-06
x4.vss.n79                         6.07244e-06
x4.vss.n84                         3.87848e-07
x4.vss.n83                         2.19841e-07
x4.vss.n82                         2.19841e-07
x4.vss.n7                          3.87847e-07
di_p_ms                                    1.8
x4.di_n.n2                                 1.8
x4.di_n.n1                                 1.8
x4.di_n.n0                                 1.8
x4.di_n.n11                                1.8
x4.di_n.n9                                 1.8
x4.di_n.n4                                 1.8
x4.di_n.n3                                 1.8
x4.di_n.n6                                 1.8
x4.di_n.n5                                 1.8
x4.di_n.n8                                 1.8
x4.di_n.n7                                 1.8
x4.di_n.n10                                1.8
x4.di_n.n13                                1.8
x4.di_n.n12                                1.8
vout_p_ms                             0.087779
x4.vout_p.n2                          0.161292
x4.vout_p.n6                         0.0871667
x4.vout_p.n4                         0.0750057
x4.vout_p.n7                         0.0873106
x4.vout_p.n3                         0.0873106
x4.vout_p.n5                          0.075034
x4.vout_p.n0                          0.087779
x4.vout_p.n1                          0.087779
x4.vout_p.n9                          0.087779
x4.vout_p.n8                         0.0877663
x4.vin_p.n3                           0.900996
x4.vin_p.n5                           0.900996
x4.vin_p.n4                           0.900996
x4.vin_p.n1                           0.900996
x4.vin_p.n0                           0.900996
x4.vin_p.n6                           0.900996
x4.vin_p.n2                           0.900996
net6                                  0.900996
x4.vin_n.n3                           0.900896
x4.vin_n.n5                           0.900896
x4.vin_n.n4                           0.900896
x4.vin_n.n1                           0.900896
x4.vin_n.n0                           0.900896
x4.vin_n.n6                           0.900896
x4.vin_n.n2                           0.900896
net5                                  0.900896
di_n_ms                                    1.8
x4.di_p.n4                                 1.8
x4.di_p.n0                                 1.8
x4.di_p.n13                                1.8
x4.di_p.n3                                 1.8
x4.di_p.n1                                 1.8
x4.di_p.n6                                 1.8
x4.di_p.n5                                 1.8
x4.di_p.n8                                 1.8
x4.di_p.n7                                 1.8
x4.di_p.n10                                1.8
x4.di_p.n9                                 1.8
x4.di_p.n2                                 1.8
x4.di_p.n12                                1.8
x4.di_p.n11                                1.8
x4.vout_n.n4                         0.0877939
x4.vout_n.n0                          0.161293
x4.vout_n.n7                         0.0871671
x4.vout_n.n5                          0.075006
x4.vout_n.n9                         0.0873109
x4.vout_n.n8                         0.0873109
x4.vout_n.n6                         0.0750343
x4.vout_n.n1                         0.0877812
x4.vout_n.n2                         0.0877812
vout_n_ms                            0.0877812
x4.vout_n.n3                         0.0877812
x4.clk_bar.n8                                0
x4.clk_bar.n6                                0
x4.clk_bar.n5                                0
x4.clk_bar.n3                                0
x4.clk_bar.n1                                0
x4.clk_bar.n0                                0
x4.clk_bar.n7                                0
x4.clk_bar.n2                                0
x4.clk_bar.n9                                0
x4.clk_bar.n4                                0
net7                                         0
x4.vdd.n18                                 1.8
x4.vdd.n59                                 1.8
x4.vdd.n20                                 1.8
x4.vdd.n53                                 1.8
x4.vdd.n81                             1.79997
x4.vdd.n105                            1.79997
